run_id,step_id,axis,step_deg,target_angle_deg,t_sec,err_px,err_norm,phase
1782157231,0,PAN,-5.000,90.000,-0.299999,-3.4700,-0.010844,pre
1782157231,0,PAN,-5.000,90.000,-0.268023,-3.5273,-0.011023,pre
1782157231,0,PAN,-5.000,90.000,-0.220234,-3.5236,-0.011011,pre
1782157231,0,PAN,-5.000,90.000,-0.188087,-3.5478,-0.011087,pre
1782157231,0,PAN,-5.000,90.000,-0.154034,-3.5392,-0.011060,pre
1782157231,0,PAN,-5.000,90.000,-0.124011,-3.5607,-0.011127,pre
1782157231,0,PAN,-5.000,90.000,-0.092123,-3.5874,-0.011211,pre
1782157231,0,PAN,-5.000,90.000,-0.060272,-3.5996,-0.011249,pre
1782157231,0,PAN,-5.000,90.000,-0.028666,-3.5739,-0.011168,pre
1782157231,0,PAN,-5.000,85.000,0.000417,-3.6618,-0.011443,step
1782157231,0,PAN,-5.000,85.000,0.031113,-3.6574,-0.011429,step
1782157231,0,PAN,-5.000,85.000,0.063587,-5.1024,-0.015945,step
1782157231,0,PAN,-5.000,85.000,0.095508,-69.0535,-0.215792,step
1782157231,0,PAN,-5.000,85.000,0.127519,-96.3917,-0.301224,step
1782157231,0,PAN,-5.000,85.000,0.176094,-95.6585,-0.298933,step
1782157231,0,PAN,-5.000,85.000,0.208053,-95.5969,-0.298740,step
1782157231,0,PAN,-5.000,85.000,0.237921,-95.7182,-0.299119,step
1782157231,0,PAN,-5.000,85.000,0.272222,-95.6484,-0.298901,step
1782157231,0,PAN,-5.000,85.000,0.303934,-95.5923,-0.298726,step
1782157231,0,PAN,-5.000,85.000,0.336080,-95.6651,-0.298953,step
1782157231,0,PAN,-5.000,85.000,0.368501,-95.6749,-0.298984,step
1782157231,0,PAN,-5.000,85.000,0.398429,-95.6057,-0.298768,step
1782157231,0,PAN,-5.000,85.000,0.431557,-95.6278,-0.298837,step
1782157231,0,PAN,-5.000,85.000,0.463116,-95.7117,-0.299099,step
1782157231,0,PAN,-5.000,85.000,0.496049,-95.7154,-0.299111,step
1782157231,0,PAN,-5.000,85.000,0.526490,-95.7423,-0.299195,step
1782157231,0,PAN,-5.000,85.000,0.575495,-95.7796,-0.299311,step
1782157231,0,PAN,-5.000,85.000,0.608103,-95.7810,-0.299316,step
1782157231,0,PAN,-5.000,85.000,0.640215,-95.7940,-0.299356,step
1782157231,0,PAN,-5.000,85.000,0.671498,-95.7991,-0.299372,step
1782157231,0,PAN,-5.000,85.000,0.704347,-95.8768,-0.299615,step
1782157231,0,PAN,-5.000,85.000,0.735456,-95.8448,-0.299515,step
1782157231,0,PAN,-5.000,85.000,0.767897,-95.8622,-0.299569,step
1782157231,0,PAN,-5.000,85.000,0.800588,-95.8466,-0.299521,step
1782157231,0,PAN,-5.000,85.000,0.832319,-95.8900,-0.299656,step
1782157231,0,PAN,-5.000,85.000,0.864999,-95.8622,-0.299569,step
1782157231,0,PAN,-5.000,85.000,0.895259,-95.8806,-0.299627,step
1782157231,0,PAN,-5.000,85.000,0.927207,-95.8941,-0.299669,step
