run_id,step_id,axis,step_deg,target_angle_deg,t_sec,err_px,err_norm,phase
1782156771,0,TILT,-5.000,90.000,-0.299999,2.8239,0.011766,pre
1782156771,0,TILT,-5.000,90.000,-0.268209,2.7672,0.011530,pre
1782156771,0,TILT,-5.000,90.000,-0.236153,2.7811,0.011588,pre
1782156771,0,TILT,-5.000,90.000,-0.204392,3.1666,0.013194,pre
1782156771,0,TILT,-5.000,90.000,-0.171946,3.0978,0.012907,pre
1782156771,0,TILT,-5.000,90.000,-0.139936,3.1346,0.013061,pre
1782156771,0,TILT,-5.000,90.000,-0.091801,3.0802,0.012834,pre
1782156771,0,TILT,-5.000,90.000,-0.059796,2.6691,0.011121,pre
1782156771,0,TILT,-5.000,90.000,-0.028689,2.6489,0.011037,pre
1782156771,0,TILT,-5.000,85.000,0.000264,2.1883,0.009118,step
1782156771,0,TILT,-5.000,85.000,0.031756,1.9087,0.007953,step
1782156771,0,TILT,-5.000,85.000,0.063690,26.2316,0.109298,step
1782156771,0,TILT,-5.000,85.000,0.095225,68.8578,0.286907,step
1782156771,0,TILT,-5.000,85.000,0.127225,96.1350,0.400562,step
1782156771,0,TILT,-5.000,85.000,0.159234,95.3930,0.397471,step
1782156771,0,TILT,-5.000,85.000,0.191365,87.2628,0.363595,step
1782156771,0,TILT,-5.000,85.000,0.223321,89.2795,0.371998,step
1782156771,0,TILT,-5.000,85.000,0.256319,93.4933,0.389555,step
1782156771,0,TILT,-5.000,85.000,0.301947,90.7525,0.378135,step
1782156771,0,TILT,-5.000,85.000,0.335419,89.5142,0.372976,step
1782156771,0,TILT,-5.000,85.000,0.367052,91.5257,0.381357,step
1782156771,0,TILT,-5.000,85.000,0.399639,91.9781,0.383242,step
1782156771,0,TILT,-5.000,85.000,0.430907,93.0626,0.387761,step
1782156771,0,TILT,-5.000,85.000,0.463618,93.9850,0.391604,step
1782156771,0,TILT,-5.000,85.000,0.495172,93.6483,0.390201,step
1782156771,0,TILT,-5.000,85.000,0.527219,92.9260,0.387192,step
1782156771,0,TILT,-5.000,85.000,0.559693,92.0338,0.383474,step
1782156771,0,TILT,-5.000,85.000,0.591360,91.8274,0.382614,step
1782156771,0,TILT,-5.000,85.000,0.623434,91.8418,0.382674,step
1782156771,0,TILT,-5.000,85.000,0.656352,91.8850,0.382854,step
1782156771,0,TILT,-5.000,85.000,0.703430,92.1619,0.384008,step
1782156771,0,TILT,-5.000,85.000,0.735542,92.3373,0.384739,step
1782156771,0,TILT,-5.000,85.000,0.767662,92.3382,0.384743,step
1782156771,0,TILT,-5.000,85.000,0.799239,92.3186,0.384661,step
1782156771,0,TILT,-5.000,85.000,0.831244,91.9589,0.383162,step
1782156771,0,TILT,-5.000,85.000,0.863990,91.5844,0.381602,step
1782156771,0,TILT,-5.000,85.000,0.895266,91.7200,0.382166,step
1782156771,0,TILT,-5.000,85.000,0.928248,91.8637,0.382765,step
1782156771,0,TILT,-5.000,85.000,0.959249,92.1153,0.383814,step
1782156771,0,TILT,-5.000,85.000,0.991904,92.3496,0.384790,step
1782156771,0,TILT,-5.000,85.000,1.023902,92.3803,0.384918,step
1782156771,0,TILT,-5.000,85.000,1.058415,92.5329,0.385554,step
1782156771,0,TILT,-5.000,85.000,1.103220,92.6345,0.385977,step
1782156771,0,TILT,-5.000,85.000,1.136255,92.4736,0.385307,step
1782156771,0,TILT,-5.000,85.000,1.168222,92.4884,0.385368,step
